pattern_count = 1; pattern_len = 3; net_len = 5; min_time = 1; max_time = 3; average_time = 1; 
pattern_count = 1; pattern_len = 3; net_len = 175; min_time = 457; max_time = 554; average_time = 501; 
pattern_count = 1; pattern_len = 3; net_len = 180; min_time = 492; max_time = 584; average_time = 534; 
pattern_count = 1; pattern_len = 3; net_len = 185; min_time = 547; max_time = 609; average_time = 577; 
pattern_count = 1; pattern_len = 3; net_len = 190; min_time = 556; max_time = 623; average_time = 588; 
pattern_count = 1; pattern_len = 3; net_len = 195; min_time = 560; max_time = 687; average_time = 618; 
pattern_count = 1; pattern_len = 3; net_len = 200; min_time = 586; max_time = 734; average_time = 660; 

pattern_count = 1; pattern_len = 6; net_len = 6; min_time = 2; max_time = 3; average_time = 2; 
pattern_count = 1; pattern_len = 6; net_len = 11; min_time = 6; max_time = 8; average_time = 6; 
pattern_count = 1; pattern_len = 6; net_len = 16; min_time = 12; max_time = 14; average_time = 12; 
pattern_count = 1; pattern_len = 6; net_len = 21; min_time = 20; max_time = 22; average_time = 21; 
pattern_count = 1; pattern_len = 6; net_len = 26; min_time = 32; max_time = 56; average_time = 40; 
pattern_count = 1; pattern_len = 6; net_len = 31; min_time = 40; max_time = 46; average_time = 43; 
pattern_count = 1; pattern_len = 6; net_len = 36; min_time = 57; max_time = 96; average_time = 67; 
pattern_count = 1; pattern_len = 6; net_len = 41; min_time = 69; max_time = 82; average_time = 74; 
pattern_count = 1; pattern_len = 6; net_len = 46; min_time = 92; max_time = 124; average_time = 102; 
pattern_count = 1; pattern_len = 6; net_len = 51; min_time = 113; max_time = 201; average_time = 139; 
pattern_count = 1; pattern_len = 6; net_len = 56; min_time = 132; max_time = 218; average_time = 167; 
pattern_count = 1; pattern_len = 6; net_len = 61; min_time = 180; max_time = 265; average_time = 215; 
pattern_count = 1; pattern_len = 6; net_len = 66; min_time = 210; max_time = 320; average_time = 242; 
pattern_count = 1; pattern_len = 6; net_len = 71; min_time = 217; max_time = 404; average_time = 282; 
pattern_count = 1; pattern_len = 6; net_len = 76; min_time = 258; max_time = 369; average_time = 294; 
pattern_count = 1; pattern_len = 6; net_len = 81; min_time = 275; max_time = 375; average_time = 312; 
pattern_count = 1; pattern_len = 6; net_len = 86; min_time = 302; max_time = 415; average_time = 352; 
pattern_count = 1; pattern_len = 6; net_len = 91; min_time = 351; max_time = 465; average_time = 402; 
pattern_count = 1; pattern_len = 6; net_len = 96; min_time = 395; max_time = 500; average_time = 446; 
pattern_count = 1; pattern_len = 6; net_len = 101; min_time = 457; max_time = 565; average_time = 497; 
pattern_count = 1; pattern_len = 6; net_len = 106; min_time = 468; max_time = 639; average_time = 541; 
pattern_count = 1; pattern_len = 6; net_len = 111; min_time = 521; max_time = 651; average_time = 583; 
pattern_count = 1; pattern_len = 6; net_len = 116; min_time = 544; max_time = 704; average_time = 644; 
pattern_count = 1; pattern_len = 6; net_len = 121; min_time = 616; max_time = 780; average_time = 694; 
pattern_count = 1; pattern_len = 6; net_len = 126; min_time = 663; max_time = 783; average_time = 738; 
pattern_count = 1; pattern_len = 6; net_len = 131; min_time = 775; max_time = 1123; average_time = 865; 
pattern_count = 1; pattern_len = 6; net_len = 136; min_time = 787; max_time = 957; average_time = 853; 
pattern_count = 1; pattern_len = 6; net_len = 141; min_time = 832; max_time = 995; average_time = 940; 
pattern_count = 1; pattern_len = 6; net_len = 146; min_time = 935; max_time = 1098; average_time = 1022; 
pattern_count = 1; pattern_len = 6; net_len = 151; min_time = 992; max_time = 1112; average_time = 1052; 
pattern_count = 1; pattern_len = 6; net_len = 156; min_time = 1052; max_time = 1200; average_time = 1125; 
pattern_count = 1; pattern_len = 6; net_len = 161; min_time = 1131; max_time = 1509; average_time = 1257; 
pattern_count = 1; pattern_len = 6; net_len = 166; min_time = 1184; max_time = 1390; average_time = 1267; 
pattern_count = 1; pattern_len = 6; net_len = 171; min_time = 1243; max_time = 1476; average_time = 1358; 
pattern_count = 1; pattern_len = 6; net_len = 176; min_time = 1363; max_time = 1829; average_time = 1509; 
pattern_count = 1; pattern_len = 6; net_len = 181; min_time = 1426; max_time = 1720; average_time = 1562; 
pattern_count = 1; pattern_len = 6; net_len = 186; min_time = 1515; max_time = 1714; average_time = 1600; 
pattern_count = 1; pattern_len = 6; net_len = 191; min_time = 1590; max_time = 1787; average_time = 1721; 
pattern_count = 1; pattern_len = 6; net_len = 196; min_time = 1715; max_time = 1899; average_time = 1781; 

pattern_count = 1; pattern_len = 9; net_len = 9; min_time = 8; max_time = 11; average_time = 8; 
pattern_count = 1; pattern_len = 9; net_len = 14; min_time = 17; max_time = 26; average_time = 20; 
pattern_count = 1; pattern_len = 9; net_len = 19; min_time = 30; max_time = 45; average_time = 37; 
pattern_count = 1; pattern_len = 9; net_len = 24; min_time = 45; max_time = 62; average_time = 52; 
pattern_count = 1; pattern_len = 9; net_len = 29; min_time = 67; max_time = 105; average_time = 81; 
pattern_count = 1; pattern_len = 9; net_len = 34; min_time = 91; max_time = 129; average_time = 105; 
pattern_count = 1; pattern_len = 9; net_len = 39; min_time = 134; max_time = 248; average_time = 169; 
pattern_count = 1; pattern_len = 9; net_len = 44; min_time = 144; max_time = 200; average_time = 175; 
pattern_count = 1; pattern_len = 9; net_len = 49; min_time = 181; max_time = 243; average_time = 209; 
pattern_count = 1; pattern_len = 9; net_len = 54; min_time = 219; max_time = 275; average_time = 251; 
pattern_count = 1; pattern_len = 9; net_len = 59; min_time = 279; max_time = 465; average_time = 341; 
pattern_count = 1; pattern_len = 9; net_len = 64; min_time = 321; max_time = 409; average_time = 366; 
pattern_count = 1; pattern_len = 9; net_len = 69; min_time = 378; max_time = 443; average_time = 412; 
pattern_count = 1; pattern_len = 9; net_len = 74; min_time = 420; max_time = 534; average_time = 472; 
pattern_count = 1; pattern_len = 9; net_len = 79; min_time = 519; max_time = 617; average_time = 567; 
pattern_count = 1; pattern_len = 9; net_len = 84; min_time = 557; max_time = 698; average_time = 614; 
pattern_count = 1; pattern_len = 9; net_len = 89; min_time = 622; max_time = 725; average_time = 684; 
pattern_count = 1; pattern_len = 9; net_len = 94; min_time = 690; max_time = 852; average_time = 754; 
pattern_count = 1; pattern_len = 9; net_len = 99; min_time = 741; max_time = 961; average_time = 850; 
pattern_count = 1; pattern_len = 9; net_len = 104; min_time = 893; max_time = 1102; average_time = 1008; 
pattern_count = 1; pattern_len = 9; net_len = 109; min_time = 960; max_time = 1158; average_time = 1036; 
pattern_count = 1; pattern_len = 9; net_len = 114; min_time = 1099; max_time = 1291; average_time = 1210; 
pattern_count = 1; pattern_len = 9; net_len = 119; min_time = 1198; max_time = 1377; average_time = 1285; 
pattern_count = 1; pattern_len = 9; net_len = 124; min_time = 1199; max_time = 1503; average_time = 1373; 
pattern_count = 1; pattern_len = 9; net_len = 129; min_time = 1331; max_time = 1768; average_time = 1484; 
pattern_count = 1; pattern_len = 9; net_len = 134; min_time = 1403; max_time = 1824; average_time = 1571; 
pattern_count = 1; pattern_len = 9; net_len = 139; min_time = 1518; max_time = 2666; average_time = 1748; 
pattern_count = 1; pattern_len = 9; net_len = 144; min_time = 1731; max_time = 2152; average_time = 1928; 
pattern_count = 1; pattern_len = 9; net_len = 149; min_time = 1709; max_time = 2184; average_time = 1908; 
pattern_count = 1; pattern_len = 9; net_len = 154; min_time = 1928; max_time = 2299; average_time = 2106; 
pattern_count = 1; pattern_len = 9; net_len = 159; min_time = 2054; max_time = 2401; average_time = 2228; 
pattern_count = 1; pattern_len = 9; net_len = 164; min_time = 2088; max_time = 2643; average_time = 2317; 
pattern_count = 1; pattern_len = 9; net_len = 169; min_time = 2311; max_time = 2546; average_time = 2448; 
pattern_count = 1; pattern_len = 9; net_len = 174; min_time = 2403; max_time = 2851; average_time = 2622; 
pattern_count = 1; pattern_len = 9; net_len = 179; min_time = 2631; max_time = 3082; average_time = 2833; 
pattern_count = 1; pattern_len = 9; net_len = 184; min_time = 2767; max_time = 3560; average_time = 2964; 
pattern_count = 1; pattern_len = 9; net_len = 189; min_time = 2793; max_time = 3403; average_time = 3061; 
pattern_count = 1; pattern_len = 9; net_len = 194; min_time = 2954; max_time = 3903; average_time = 3369; 
pattern_count = 1; pattern_len = 9; net_len = 199; min_time = 3262; max_time = 3683; average_time = 3422; 

pattern_count = 1; pattern_len = 12; net_len = 12; min_time = 20; max_time = 39; average_time = 25; 
pattern_count = 1; pattern_len = 12; net_len = 17; min_time = 36; max_time = 49; average_time = 40; 
pattern_count = 1; pattern_len = 12; net_len = 22; min_time = 62; max_time = 119; average_time = 77; 
pattern_count = 1; pattern_len = 12; net_len = 27; min_time = 90; max_time = 184; average_time = 123; 
pattern_count = 1; pattern_len = 12; net_len = 32; min_time = 129; max_time = 208; average_time = 155; 
pattern_count = 1; pattern_len = 12; net_len = 37; min_time = 172; max_time = 240; average_time = 204; 
pattern_count = 1; pattern_len = 12; net_len = 42; min_time = 214; max_time = 294; average_time = 252; 
pattern_count = 1; pattern_len = 12; net_len = 47; min_time = 285; max_time = 366; average_time = 312; 
pattern_count = 1; pattern_len = 12; net_len = 52; min_time = 333; max_time = 420; average_time = 363; 
pattern_count = 1; pattern_len = 12; net_len = 57; min_time = 380; max_time = 502; average_time = 440; 
pattern_count = 1; pattern_len = 12; net_len = 62; min_time = 474; max_time = 643; average_time = 535; 
pattern_count = 1; pattern_len = 12; net_len = 67; min_time = 579; max_time = 732; average_time = 652; 
pattern_count = 1; pattern_len = 12; net_len = 72; min_time = 651; max_time = 814; average_time = 718; 
pattern_count = 1; pattern_len = 12; net_len = 77; min_time = 734; max_time = 840; average_time = 779; 
pattern_count = 1; pattern_len = 12; net_len = 82; min_time = 878; max_time = 1070; average_time = 986; 
pattern_count = 1; pattern_len = 12; net_len = 87; min_time = 997; max_time = 1255; average_time = 1088; 
pattern_count = 1; pattern_len = 12; net_len = 92; min_time = 1114; max_time = 1372; average_time = 1243; 
pattern_count = 1; pattern_len = 12; net_len = 97; min_time = 1111; max_time = 1405; average_time = 1265; 
pattern_count = 1; pattern_len = 12; net_len = 102; min_time = 1267; max_time = 1629; average_time = 1488; 
pattern_count = 1; pattern_len = 12; net_len = 107; min_time = 1440; max_time = 1956; average_time = 1582; 
pattern_count = 1; pattern_len = 12; net_len = 112; min_time = 1612; max_time = 1782; average_time = 1698; 
pattern_count = 1; pattern_len = 12; net_len = 117; min_time = 1690; max_time = 2028; average_time = 1870; 
pattern_count = 1; pattern_len = 12; net_len = 122; min_time = 1846; max_time = 2335; average_time = 2039; 
pattern_count = 1; pattern_len = 12; net_len = 127; min_time = 1971; max_time = 2466; average_time = 2281; 
pattern_count = 1; pattern_len = 12; net_len = 132; min_time = 2158; max_time = 2604; average_time = 2382; 
pattern_count = 1; pattern_len = 12; net_len = 137; min_time = 2242; max_time = 3220; average_time = 2532; 
pattern_count = 1; pattern_len = 12; net_len = 142; min_time = 2452; max_time = 2979; average_time = 2676; 
pattern_count = 1; pattern_len = 12; net_len = 147; min_time = 2739; max_time = 3165; average_time = 2990; 
pattern_count = 1; pattern_len = 12; net_len = 152; min_time = 2849; max_time = 3640; average_time = 3263; 
pattern_count = 1; pattern_len = 12; net_len = 157; min_time = 3028; max_time = 3584; average_time = 3304; 
pattern_count = 1; pattern_len = 12; net_len = 162; min_time = 3143; max_time = 3984; average_time = 3494; 
pattern_count = 1; pattern_len = 12; net_len = 167; min_time = 3531; max_time = 4876; average_time = 4145; 
pattern_count = 1; pattern_len = 12; net_len = 172; min_time = 3994; max_time = 4686; average_time = 4329; 
pattern_count = 1; pattern_len = 12; net_len = 177; min_time = 3874; max_time = 5089; average_time = 4446; 
pattern_count = 1; pattern_len = 12; net_len = 182; min_time = 4275; max_time = 5238; average_time = 4644; 
pattern_count = 1; pattern_len = 12; net_len = 187; min_time = 4375; max_time = 5291; average_time = 4820; 
pattern_count = 1; pattern_len = 12; net_len = 192; min_time = 4552; max_time = 5987; average_time = 5160; 
pattern_count = 1; pattern_len = 12; net_len = 197; min_time = 4985; max_time = 6217; average_time = 5557; 

pattern_count = 1; pattern_len = 15; net_len = 15; min_time = 42; max_time = 68; average_time = 53; 
pattern_count = 1; pattern_len = 15; net_len = 20; min_time = 69; max_time = 95; average_time = 84; 
pattern_count = 1; pattern_len = 15; net_len = 25; min_time = 119; max_time = 172; average_time = 141; 
pattern_count = 1; pattern_len = 15; net_len = 30; min_time = 167; max_time = 212; average_time = 187; 
pattern_count = 1; pattern_len = 15; net_len = 35; min_time = 213; max_time = 301; average_time = 244; 
pattern_count = 1; pattern_len = 15; net_len = 40; min_time = 309; max_time = 379; average_time = 332; 
pattern_count = 1; pattern_len = 15; net_len = 45; min_time = 338; max_time = 460; average_time = 403; 
pattern_count = 1; pattern_len = 15; net_len = 50; min_time = 430; max_time = 541; average_time = 493; 
pattern_count = 1; pattern_len = 15; net_len = 55; min_time = 519; max_time = 739; average_time = 616; 
pattern_count = 1; pattern_len = 15; net_len = 60; min_time = 629; max_time = 861; average_time = 732; 
pattern_count = 1; pattern_len = 15; net_len = 65; min_time = 779; max_time = 933; average_time = 850; 
pattern_count = 1; pattern_len = 15; net_len = 70; min_time = 855; max_time = 1234; average_time = 1009; 
pattern_count = 1; pattern_len = 15; net_len = 75; min_time = 899; max_time = 1314; average_time = 1107; 
pattern_count = 1; pattern_len = 15; net_len = 80; min_time = 1094; max_time = 1383; average_time = 1212; 
pattern_count = 1; pattern_len = 15; net_len = 85; min_time = 1232; max_time = 1600; average_time = 1386; 
pattern_count = 1; pattern_len = 15; net_len = 90; min_time = 1414; max_time = 1770; average_time = 1520; 
pattern_count = 1; pattern_len = 15; net_len = 95; min_time = 1584; max_time = 1840; average_time = 1727; 
pattern_count = 1; pattern_len = 15; net_len = 100; min_time = 1734; max_time = 1975; average_time = 1873; 
pattern_count = 1; pattern_len = 15; net_len = 105; min_time = 2001; max_time = 2310; average_time = 2157; 
pattern_count = 1; pattern_len = 15; net_len = 110; min_time = 2076; max_time = 2890; average_time = 2411; 
pattern_count = 1; pattern_len = 15; net_len = 115; min_time = 2223; max_time = 2993; average_time = 2525; 
pattern_count = 1; pattern_len = 15; net_len = 120; min_time = 2549; max_time = 3212; average_time = 2864; 
pattern_count = 1; pattern_len = 15; net_len = 125; min_time = 2689; max_time = 3524; average_time = 3131; 
pattern_count = 1; pattern_len = 15; net_len = 130; min_time = 2914; max_time = 4022; average_time = 3369; 
pattern_count = 1; pattern_len = 15; net_len = 135; min_time = 3150; max_time = 4074; average_time = 3511; 
pattern_count = 1; pattern_len = 15; net_len = 140; min_time = 3549; max_time = 4520; average_time = 4037; 
pattern_count = 1; pattern_len = 15; net_len = 145; min_time = 3738; max_time = 4846; average_time = 4290; 
pattern_count = 1; pattern_len = 15; net_len = 150; min_time = 3822; max_time = 5940; average_time = 4780; 
pattern_count = 1; pattern_len = 15; net_len = 155; min_time = 4250; max_time = 4819; average_time = 4598; 
pattern_count = 1; pattern_len = 15; net_len = 160; min_time = 4598; max_time = 6109; average_time = 5176; 
pattern_count = 1; pattern_len = 15; net_len = 165; min_time = 4827; max_time = 5979; average_time = 5366; 
pattern_count = 1; pattern_len = 15; net_len = 170; min_time = 5148; max_time = 7132; average_time = 5832; 
pattern_count = 1; pattern_len = 15; net_len = 175; min_time = 5574; max_time = 7084; average_time = 6112; 
pattern_count = 1; pattern_len = 15; net_len = 180; min_time = 5785; max_time = 7804; average_time = 6545; 
pattern_count = 1; pattern_len = 15; net_len = 185; min_time = 6084; max_time = 8593; average_time = 7050; 
pattern_count = 1; pattern_len = 15; net_len = 190; min_time = 6884; max_time = 8074; average_time = 7363; 
pattern_count = 1; pattern_len = 15; net_len = 195; min_time = 7014; max_time = 11552; average_time = 8429; 
pattern_count = 1; pattern_len = 15; net_len = 200; min_time = 7383; max_time = 9068; average_time = 8235; 

pattern_count = 1; pattern_len = 18; net_len = 18; min_time = 86; max_time = 142; average_time = 102; 
pattern_count = 1; pattern_len = 18; net_len = 23; min_time = 123; max_time = 166; average_time = 149; 
pattern_count = 1; pattern_len = 18; net_len = 28; min_time = 186; max_time = 262; average_time = 232; 
pattern_count = 1; pattern_len = 18; net_len = 33; min_time = 245; max_time = 398; average_time = 324; 
pattern_count = 1; pattern_len = 18; net_len = 38; min_time = 346; max_time = 525; average_time = 419; 
pattern_count = 1; pattern_len = 18; net_len = 43; min_time = 398; max_time = 593; average_time = 489; 
pattern_count = 1; pattern_len = 18; net_len = 48; min_time = 543; max_time = 769; average_time = 620; 
pattern_count = 1; pattern_len = 18; net_len = 53; min_time = 706; max_time = 962; average_time = 792; 
pattern_count = 1; pattern_len = 18; net_len = 58; min_time = 757; max_time = 982; average_time = 890; 
pattern_count = 1; pattern_len = 18; net_len = 63; min_time = 911; max_time = 1135; average_time = 1010; 
pattern_count = 1; pattern_len = 18; net_len = 68; min_time = 1093; max_time = 1464; average_time = 1266; 
pattern_count = 1; pattern_len = 18; net_len = 73; min_time = 1301; max_time = 2107; average_time = 1509; 
pattern_count = 1; pattern_len = 18; net_len = 78; min_time = 1489; max_time = 1739; average_time = 1642; 
pattern_count = 1; pattern_len = 18; net_len = 83; min_time = 1568; max_time = 2044; average_time = 1848; 
pattern_count = 1; pattern_len = 18; net_len = 88; min_time = 1848; max_time = 2400; average_time = 2155; 
pattern_count = 1; pattern_len = 18; net_len = 93; min_time = 2000; max_time = 2921; average_time = 2399; 
pattern_count = 1; pattern_len = 18; net_len = 98; min_time = 2270; max_time = 3025; average_time = 2590; 
pattern_count = 1; pattern_len = 18; net_len = 103; min_time = 2341; max_time = 3571; average_time = 2888; 
pattern_count = 1; pattern_len = 18; net_len = 108; min_time = 2706; max_time = 3598; average_time = 3055; 
pattern_count = 1; pattern_len = 18; net_len = 113; min_time = 3068; max_time = 3874; average_time = 3485; 
pattern_count = 1; pattern_len = 18; net_len = 118; min_time = 3217; max_time = 4425; average_time = 3729; 
pattern_count = 1; pattern_len = 18; net_len = 123; min_time = 3525; max_time = 4656; average_time = 4131; 
pattern_count = 1; pattern_len = 18; net_len = 128; min_time = 3870; max_time = 5431; average_time = 4748; 
pattern_count = 1; pattern_len = 18; net_len = 133; min_time = 4048; max_time = 5688; average_time = 4842; 
pattern_count = 1; pattern_len = 18; net_len = 138; min_time = 4237; max_time = 5966; average_time = 5373; 
pattern_count = 1; pattern_len = 18; net_len = 143; min_time = 4765; max_time = 6072; average_time = 5513; 
pattern_count = 1; pattern_len = 18; net_len = 148; min_time = 5048; max_time = 7453; average_time = 5866; 
pattern_count = 1; pattern_len = 18; net_len = 153; min_time = 5331; max_time = 8099; average_time = 6296; 
pattern_count = 1; pattern_len = 18; net_len = 158; min_time = 6529; max_time = 8244; average_time = 7218; 
pattern_count = 1; pattern_len = 18; net_len = 163; min_time = 6412; max_time = 8419; average_time = 7292; 
pattern_count = 1; pattern_len = 18; net_len = 168; min_time = 6735; max_time = 8764; average_time = 7750; 
pattern_count = 1; pattern_len = 18; net_len = 173; min_time = 7051; max_time = 9311; average_time = 8024; 
pattern_count = 1; pattern_len = 18; net_len = 178; min_time = 7237; max_time = 10011; average_time = 8307; 
pattern_count = 1; pattern_len = 18; net_len = 183; min_time = 8076; max_time = 9797; average_time = 9078; 
pattern_count = 1; pattern_len = 18; net_len = 188; min_time = 8207; max_time = 11513; average_time = 9361; 
pattern_count = 1; pattern_len = 18; net_len = 193; min_time = 9157; max_time = 13725; average_time = 10650; 
pattern_count = 1; pattern_len = 18; net_len = 198; min_time = 10934; max_time = 13161; average_time = 11939; 

pattern_count = 1; pattern_len = 21; net_len = 21; min_time = 139; max_time = 222; average_time = 170; 
pattern_count = 1; pattern_len = 21; net_len = 26; min_time = 205; max_time = 293; average_time = 252; 
pattern_count = 1; pattern_len = 21; net_len = 31; min_time = 283; max_time = 420; average_time = 356; 
pattern_count = 1; pattern_len = 21; net_len = 36; min_time = 417; max_time = 553; average_time = 475; 
pattern_count = 1; pattern_len = 21; net_len = 41; min_time = 495; max_time = 671; average_time = 596; 
pattern_count = 1; pattern_len = 21; net_len = 46; min_time = 611; max_time = 926; average_time = 772; 
pattern_count = 1; pattern_len = 21; net_len = 51; min_time = 787; max_time = 1115; average_time = 889; 
pattern_count = 1; pattern_len = 21; net_len = 56; min_time = 932; max_time = 1185; average_time = 1101; 
pattern_count = 1; pattern_len = 21; net_len = 61; min_time = 1170; max_time = 1628; average_time = 1306; 
pattern_count = 1; pattern_len = 21; net_len = 66; min_time = 1275; max_time = 1979; average_time = 1493; 
pattern_count = 1; pattern_len = 21; net_len = 71; min_time = 1530; max_time = 2155; average_time = 1796; 
pattern_count = 1; pattern_len = 21; net_len = 76; min_time = 1726; max_time = 2398; average_time = 1997; 
pattern_count = 1; pattern_len = 21; net_len = 81; min_time = 1961; max_time = 2683; average_time = 2347; 
pattern_count = 1; pattern_len = 21; net_len = 86; min_time = 2192; max_time = 2747; average_time = 2481; 
pattern_count = 1; pattern_len = 21; net_len = 91; min_time = 2675; max_time = 3755; average_time = 3075; 
pattern_count = 1; pattern_len = 21; net_len = 96; min_time = 2730; max_time = 3638; average_time = 3068; 
pattern_count = 1; pattern_len = 21; net_len = 101; min_time = 3029; max_time = 4028; average_time = 3453; 
pattern_count = 1; pattern_len = 21; net_len = 106; min_time = 3433; max_time = 4539; average_time = 3871; 
pattern_count = 1; pattern_len = 21; net_len = 111; min_time = 3473; max_time = 5160; average_time = 4387; 
pattern_count = 1; pattern_len = 21; net_len = 116; min_time = 4230; max_time = 5611; average_time = 4931; 
pattern_count = 1; pattern_len = 21; net_len = 121; min_time = 4094; max_time = 5885; average_time = 5173; 
pattern_count = 1; pattern_len = 21; net_len = 126; min_time = 4781; max_time = 6581; average_time = 5404; 
pattern_count = 1; pattern_len = 21; net_len = 131; min_time = 4979; max_time = 6794; average_time = 5868; 
pattern_count = 1; pattern_len = 21; net_len = 136; min_time = 5773; max_time = 7171; average_time = 6494; 
pattern_count = 1; pattern_len = 21; net_len = 141; min_time = 6142; max_time = 8093; average_time = 7221; 
pattern_count = 1; pattern_len = 21; net_len = 146; min_time = 6132; max_time = 8467; average_time = 7206; 
pattern_count = 1; pattern_len = 21; net_len = 151; min_time = 6986; max_time = 9618; average_time = 8375; 
pattern_count = 1; pattern_len = 21; net_len = 156; min_time = 6992; max_time = 10578; average_time = 8913; 
pattern_count = 1; pattern_len = 21; net_len = 161; min_time = 8061; max_time = 10992; average_time = 9301; 
pattern_count = 1; pattern_len = 21; net_len = 166; min_time = 8456; max_time = 10851; average_time = 9448; 
pattern_count = 1; pattern_len = 21; net_len = 171; min_time = 8631; max_time = 11502; average_time = 10356; 
pattern_count = 1; pattern_len = 21; net_len = 176; min_time = 9526; max_time = 12217; average_time = 10505; 
pattern_count = 1; pattern_len = 21; net_len = 181; min_time = 9763; max_time = 13066; average_time = 11467; 
pattern_count = 1; pattern_len = 21; net_len = 186; min_time = 10537; max_time = 14265; average_time = 11641; 
pattern_count = 1; pattern_len = 21; net_len = 191; min_time = 10309; max_time = 13518; average_time = 12038; 
pattern_count = 1; pattern_len = 21; net_len = 196; min_time = 12149; max_time = 14538; average_time = 13261; 

pattern_count = 1; pattern_len = 24; net_len = 24; min_time = 204; max_time = 284; average_time = 248; 
pattern_count = 1; pattern_len = 24; net_len = 29; min_time = 297; max_time = 468; average_time = 382; 
pattern_count = 1; pattern_len = 24; net_len = 34; min_time = 395; max_time = 758; average_time = 555; 
pattern_count = 1; pattern_len = 24; net_len = 39; min_time = 495; max_time = 751; average_time = 636; 
pattern_count = 1; pattern_len = 24; net_len = 44; min_time = 692; max_time = 953; average_time = 824; 
pattern_count = 1; pattern_len = 24; net_len = 49; min_time = 879; max_time = 1226; average_time = 1050; 
pattern_count = 1; pattern_len = 24; net_len = 54; min_time = 1021; max_time = 1493; average_time = 1240; 
pattern_count = 1; pattern_len = 24; net_len = 59; min_time = 1333; max_time = 1923; average_time = 1606; 
pattern_count = 1; pattern_len = 24; net_len = 64; min_time = 1522; max_time = 2271; average_time = 1769; 
pattern_count = 1; pattern_len = 24; net_len = 69; min_time = 1831; max_time = 2359; average_time = 2085; 
pattern_count = 1; pattern_len = 24; net_len = 74; min_time = 2089; max_time = 2652; average_time = 2353; 
pattern_count = 1; pattern_len = 24; net_len = 79; min_time = 2143; max_time = 3215; average_time = 2674; 
pattern_count = 1; pattern_len = 24; net_len = 84; min_time = 2985; max_time = 3593; average_time = 3299; 
pattern_count = 1; pattern_len = 24; net_len = 89; min_time = 2902; max_time = 3837; average_time = 3340; 
